applycd,APPLYDATE,EVER60_LABEL
BJC2071702006648,2017/2/7,0
BJC2071702006705,2017/2/7,0
BJC2071702006747,2017/2/7,0
BJC2071702006764,2017/2/7,0
BJC2071702006771,2017/2/7,0
BJC2071702006775,2017/2/7,0
BJC2071702006799,2017/2/7,0
BJC2071702006805,2017/2/7,0
BJC2071702006806,2017/2/7,0
BJC2071702006808,2017/2/7,0
BJC2071702006837,2017/2/7,0
BJC2071702006839,2017/2/7,0
BJC2071702006844,2017/2/7,0
BJC2071702006879,2017/2/7,0
BJC2071702006892,2017/2/7,0
BJC2071702006893,2017/2/7,0
BJC2071702006907,2017/2/7,0
BJC2071702006959,2017/2/7,0
BJC2071702006978,2017/2/7,0
BJC2071702006986,2017/2/7,0
BJC2071702006998,2017/2/7,0
BJC2071702007003,2017/2/7,0
BJC2071702007005,2017/2/7,0
BJC2071702007016,2017/2/7,0
BJC2071702007072,2017/2/7,0
BJC2071702007073,2017/2/7,0
BJC2071702007092,2017/2/7,0
BJC2071702007173,2017/2/7,0
BJC2071702007195,2017/2/7,0
BJC2071702007201,2017/2/7,0
BJC2071702007205,2017/2/7,0
BJC2071702007277,2017/2/7,0
BJC2071702007286,2017/2/7,0
BJC2071702007304,2017/2/7,0
BJC2071702007318,2017/2/7,0
BJC2071702007322,2017/2/7,0
BJC2071702007324,2017/2/7,0
BJC2071702007336,2017/2/7,0
BJC2071702007355,2017/2/7,0
BJC2071702007392,2017/2/7,0
BJC2071702007399,2017/2/7,0
BJC2071702007416,2017/2/7,0
BJC2071702007429,2017/2/7,0
BJC2071702007443,2017/2/7,0
BJC2071702007449,2017/2/10,0
BJC2071702007455,2017/2/7,0
BJC2071702007479,2017/2/7,0
BJC2071702007486,2017/2/7,0
BJC2071702007494,2017/2/7,0
BJC2071702007507,2017/2/7,0
BJC2071702007549,2017/2/7,0
BJC2071702007581,2017/2/7,0
BJC2071702007586,2017/2/7,0
BJC2071702007640,2017/2/7,0
BJC2071702007651,2017/2/7,0
BJC2071702007679,2017/2/7,0
BJC2071702007703,2017/2/7,0
BJC2071702007705,2017/2/7,0
BJC2071702007720,2017/2/7,0
BJC2071702007815,2017/2/7,0
BJC2071702007826,2017/2/7,0
BJC2071702007835,2017/2/7,0
BJC2071702007904,2017/2/7,0
BJC2071702007907,2017/2/7,0
BJC2071702007911,2017/2/7,0
BJC2071702007924,2017/2/7,0
BJC2071702008039,2017/2/8,0
BJC2071702008124,2017/2/8,0
BJC2071702008127,2017/2/8,0
BJC2071702008138,2017/2/8,0
BJC2071702008152,2017/2/8,0
BJC2071702008177,2017/2/8,0
BJC2071702008215,2017/2/8,0
BJC2071702008231,2017/2/8,0
BJC2071702008252,2017/2/8,0
BJC2071702008259,2017/2/8,0
BJC2071702008281,2017/2/8,0
BJC2071702008335,2017/2/8,0
BJC2071702008342,2017/2/8,0
BJC2071702008353,2017/2/8,0
BJC2071702008364,2017/2/8,0
BJC2071702008391,2017/2/8,0
BJC2071702008431,2017/2/8,0
BJC2071702008462,2017/2/8,0
BJC2071702008476,2017/2/8,0
BJC2071702008479,2017/2/8,0
BJC2071702008517,2017/2/8,0
BJC2071702008520,2017/2/8,0
BJC2071702008526,2017/2/8,0
BJC2071702008530,2017/2/8,0
BJC2071702008610,2017/2/8,0
BJC2071702008611,2017/2/8,0
BJC2071702008631,2017/2/8,0
BJC2071702008650,2017/2/8,0
BJC2071702008682,2017/2/8,0
BJC2071702008733,2017/2/8,0
BJC2071702008766,2017/2/8,0
BJC2071702008793,2017/2/8,0
BJC2071702008797,2017/2/8,0
BJC2071702008812,2017/2/8,0
BJC2071702008820,2017/2/8,0
BJC2071702008904,2017/2/8,0
BJC2071702008917,2017/2/8,0
BJC2071702008927,2017/2/8,0
BJC2071702008939,2017/2/8,0
BJC2071702008949,2017/2/8,0
BJC2071702008969,2017/2/8,0
BJC2071702008991,2017/2/8,0
BJC2071702009014,2017/2/8,0
BJC2071702009023,2017/2/8,0
BJC2071702009108,2017/2/8,0
BJC2071702009114,2017/2/8,0
BJC2071702009136,2017/2/8,0
BJC2071702009156,2017/2/8,0
BJC2071702009173,2017/2/8,0
BJC2071702009234,2017/2/8,0
BJC2071702009235,2017/2/9,0
BJC2071702009238,2017/2/8,0
BJC2071702009264,2017/2/8,0
BJC2071702009315,2017/2/8,0
BJC2071702009318,2017/2/8,0
BJC2071702009327,2017/2/8,0
BJC2071702009328,2017/2/8,0
BJC2071702009343,2017/2/8,0
BJC2071702009386,2017/2/9,0
BJC2071702009394,2017/2/9,0
BJC2071702009405,2017/2/8,0
BJC2071702009440,2017/2/8,0
BJC2071702009447,2017/2/8,0
BJC2071702009454,2017/2/8,0
BJC2071702009464,2017/2/8,0
BJC2071702009523,2017/2/8,0
BJC2071702009554,2017/2/9,0
BJC2071702009698,2017/2/9,0
BJC2071702009721,2017/2/9,0
BJC2071702009766,2017/2/9,0
BJC2071702009805,2017/2/9,0
BJC2071702009832,2017/2/9,0
BJC2071702009884,2017/2/9,0
BJC2071702009908,2017/2/9,0
BJC2071702009929,2017/2/9,0
BJC2071702009951,2017/2/9,0
BJC2071702009969,2017/2/9,0
BJC2071702009982,2017/2/9,0
BJC2071702010000,2017/2/9,0
BJC2071702010021,2017/2/9,0
BJC2071702010025,2017/2/9,0
BJC2071702010101,2017/2/9,0
BJC2071702010105,2017/2/9,0
BJC2071702010125,2017/2/9,0
BJC2071702010179,2017/2/9,0
BJC2071702010185,2017/2/9,0
BJC2071702010222,2017/2/9,0
BJC2071702010261,2017/2/9,0
BJC2071702010307,2017/2/9,0
BJC2071702010323,2017/2/9,0
BJC2071702010377,2017/2/9,0
BJC2071702010393,2017/2/9,0
BJC2071702010423,2017/2/9,0
BJC2071702010428,2017/2/9,0
BJC2071702010504,2017/2/9,0
BJC2071702010526,2017/2/9,0
BJC2071702010528,2017/2/9,0
BJC2071702010557,2017/2/9,0
BJC2071702010561,2017/2/9,0
BJC2071702010584,2017/2/9,0
BJC2071702010587,2017/2/9,0
BJC2071702010594,2017/2/9,0
BJC2071702010598,2017/2/9,0
BJC2071702010599,2017/2/9,0
BJC2071702010619,2017/2/9,0
BJC2071702010622,2017/2/9,0
BJC2071702010634,2017/2/9,0
BJC2071702010654,2017/2/9,0
BJC2071702010663,2017/2/9,0
BJC2071702010671,2017/2/9,0
BJC2071702010678,2017/2/9,0
BJC2071702010748,2017/2/9,0
BJC2071702010789,2017/2/9,0
BJC2071702010799,2017/2/9,0
BJC2071702010811,2017/2/9,0
BJC2071702010835,2017/2/9,0
BJC2071702010864,2017/2/9,0
BJC2071702010873,2017/2/10,0
BJC2071702010876,2017/2/9,0
BJC2071702010897,2017/2/9,0
BJC2071702010901,2017/2/9,0
BJC2071702010961,2017/2/9,0
BJC2071702010968,2017/2/9,0
BJC2071702010970,2017/2/9,0
BJC2071702010984,2017/2/9,0
BJC2071702010987,2017/2/9,0
BJC2071702010995,2017/2/9,0
BJC2071702011019,2017/2/9,0
BJC2071702011023,2017/2/9,0
BJC2071702011029,2017/2/9,0
BJC2071702011033,2017/2/10,0
BJC2071702011064,2017/2/9,0
BJC2071702011071,2017/2/10,0
BJC2071702011093,2017/2/9,0
BJC2071702011104,2017/2/9,0
BJC2071702011117,2017/2/9,0
BJC2071702011118,2017/2/9,0
BJC2071702011131,2017/2/9,0
BJC2071702011134,2017/2/9,0
BJC2071702011135,2017/2/10,0
BJC2071702011155,2017/2/9,0
BJC2071702011187,2017/2/9,0
BJC2071702011252,2017/2/10,0
BJC2071702011260,2017/2/10,0
BJC2071702011283,2017/2/10,0
BJC2071702011322,2017/2/10,0
BJC2071702011360,2017/2/10,0
BJC2071702011364,2017/2/10,0
BJC2071702011453,2017/2/10,0
BJC2071702011525,2017/2/10,0
BJC2071702011545,2017/2/10,0
BJC2071702011590,2017/2/10,0
BJC2071702011603,2017/2/10,0
BJC2071702011608,2017/2/10,0
BJC2071702011663,2017/2/10,0
BJC2071702011686,2017/2/10,0
BJC2071702011731,2017/2/10,0
BJC2071702011809,2017/2/13,0
BJC2071702011811,2017/2/10,0
BJC2071702011845,2017/2/10,0
BJC2071702011886,2017/2/10,0
BJC2071702011905,2017/2/10,0
BJC2071702011945,2017/2/10,0
BJC2071702011987,2017/2/10,0
BJC2071702012027,2017/2/10,0
BJC2071702012082,2017/2/10,0
BJC2071702012109,2017/2/10,0
BJC2071702012272,2017/2/10,0
BJC2071702012294,2017/2/10,0
BJC2071702012330,2017/2/10,0
BJC2071702012336,2017/2/10,0
BJC2071702012363,2017/2/10,0
BJC2071702012401,2017/2/10,0
BJC2071702012441,2017/2/10,0
BJC2071702012443,2017/2/10,0
BJC2071702012461,2017/2/10,0
BJC2071702012482,2017/2/10,0
BJC2071702012530,2017/2/10,0
BJC2071702012538,2017/2/10,0
BJC2071702012547,2017/2/10,0
BJC2071702012704,2017/2/11,0
BJC2071702012713,2017/2/11,0
BJC2071702012722,2017/2/11,0
BJC2071702012761,2017/2/11,0
BJC2071702012763,2017/2/11,0
BJC2071702012764,2017/2/11,0
BJC2071702012789,2017/2/11,0
BJC2071702012827,2017/2/11,0
BJC2071702012828,2017/2/11,0
BJC2071702012831,2017/2/11,0
BJC2071702012849,2017/2/11,0
BJC2071702012856,2017/2/11,0
BJC2071702012870,2017/2/11,0
BJC2071702012908,2017/2/11,0
BJC2071702012916,2017/2/16,0
BJC2071702012923,2017/2/11,0
BJC2071702012993,2017/2/11,0
BJC2071702013001,2017/2/11,0
BJC2071702013017,2017/2/11,0
BJC2071702013026,2017/2/11,0
BJC2071702013058,2017/2/11,0
BJC2071702013059,2017/2/11,0
BJC2071702013060,2017/2/11,0
BJC2071702013079,2017/2/13,0
BJC2071702013311,2017/2/12,0
BJC2071702013315,2017/2/12,0
BJC2071702013334,2017/2/12,0
BJC2071702013350,2017/2/12,0
BJC2071702013390,2017/2/12,0
BJC2071702013416,2017/2/12,0
BJC2071702013426,2017/2/12,0
BJC2071702013437,2017/2/12,0
BJC2071702013446,2017/2/12,0
BJC2071702013463,2017/2/12,0
BJC2071702013485,2017/2/12,0
BJC2071702013515,2017/2/12,0
BJC2071702013533,2017/2/12,0
BJC2071702013536,2017/2/12,0
BJC2071702013581,2017/2/12,0
BJC2071702013595,2017/2/12,0
BJC2071702013623,2017/2/12,0
BJC2071702013631,2017/2/12,0
BJC2071702013650,2017/2/12,0
BJC2071702013687,2017/2/13,0
BJC2071702013721,2017/2/13,0
BJC2071702013744,2017/2/12,0
BJC2071702013780,2017/2/12,0
BJC2071702013796,2017/2/12,0
BJC2071702013821,2017/2/12,0
BJC2071702013846,2017/2/12,0
BJC2071702013849,2017/2/12,0
BJC2071702013850,2017/2/12,0
BJC2071702013891,2017/2/12,0
BJC2071702013930,2017/2/15,0
BJC2071702013931,2017/2/13,0
BJC2071702013940,2017/2/13,0
BJC2071702013950,2017/2/12,0
BJC2071702013980,2017/2/12,0
BJC2071702013991,2017/2/13,0
BJC2071702014061,2017/2/13,0
BJC2071702014067,2017/2/13,0
BJC2071702014071,2017/2/13,0
BJC2071702014173,2017/2/13,0
BJC2071702014187,2017/2/13,0
BJC2071702014219,2017/2/13,0
BJC2071702014242,2017/2/13,0
BJC2071702014287,2017/2/13,0
BJC2071702014301,2017/2/13,0
BJC2071702014321,2017/2/13,0
BJC2071702014360,2017/2/13,0
BJC2071702014387,2017/2/13,0
BJC2071702014405,2017/2/13,0
BJC2071702014408,2017/2/13,0
BJC2071702014440,2017/2/13,0
BJC2071702014452,2017/2/13,0
BJC2071702014488,2017/2/13,0
BJC2071702014494,2017/2/13,0
BJC2071702014548,2017/2/13,0
BJC2071702014605,2017/2/13,0
BJC2071702014608,2017/2/13,0
BJC2071702014615,2017/2/13,0
BJC2071702014681,2017/2/13,0
BJC2071702014702,2017/2/13,0
BJC2071702014708,2017/2/13,0
BJC2071702014717,2017/2/13,0
BJC2071702014728,2017/2/13,0
BJC2071702014809,2017/2/13,0
BJC2071702014819,2017/2/13,0
BJC2071702014862,2017/2/13,0
BJC2071702014864,2017/2/13,0
BJC2071702014880,2017/2/13,0
BJC2071702014905,2017/2/13,0
BJC2071702014921,2017/2/13,0
BJC2071702014971,2017/2/13,0
BJC2071702014982,2017/2/13,0
BJC2071702015024,2017/2/13,0
BJC2071702015033,2017/2/13,0
BJC2071702015034,2017/2/13,0
BJC2071702015116,2017/2/13,0
BJC2071702015120,2017/2/13,0
BJC2071702015132,2017/2/13,0
BJC2071702015172,2017/2/13,0
BJC2071702015207,2017/2/13,0
BJC2071702015220,2017/2/13,0
BJC2071702015225,2017/2/13,0
BJC2071702015236,2017/2/13,0
BJC2071702015279,2017/2/13,0
BJC2071702015282,2017/2/13,0
BJC2071702015287,2017/2/13,0
BJC2071702015293,2017/2/13,0
BJC2071702015308,2017/2/13,0
BJC2071702015322,2017/2/13,0
BJC2071702015332,2017/2/13,0
BJC2071702015374,2017/2/13,0
BJC2071702015415,2017/2/13,0
BJC2071702015426,2017/2/13,0
BJC2071702015458,2017/2/13,0
BJC2071702015460,2017/2/13,0
BJC2071702015475,2017/2/13,0
BJC2071702015498,2017/2/13,0
BJC2071702015512,2017/2/13,0
BJC2071702015522,2017/2/13,0
BJC2071702015542,2017/2/13,0
BJC2071702015564,2017/2/13,0
BJC2071702015599,2017/2/13,0
BJC2071702015619,2017/2/13,0
BJC2071702015620,2017/2/13,0
BJC2071702015635,2017/2/13,0
BJC2071702015642,2017/2/14,0
BJC2071702015677,2017/2/13,0
BJC2071702015703,2017/2/13,0
BJC2071702015720,2017/2/13,0
BJC2071702015743,2017/2/13,0
BJC2071702015744,2017/2/13,0
BJC2071702015764,2017/2/13,0
BJC2071702015782,2017/2/13,0
BJC2071702015789,2017/2/13,0
BJC2071702015793,2017/2/13,0
BJC2071702015857,2017/2/13,0
BJC2071702015886,2017/2/14,0
BJC2071702015891,2017/2/13,0
BJC2071702015900,2017/2/13,0
BJC2071702015926,2017/2/13,0
BJC2071702015936,2017/2/14,0
BJC2071702015937,2017/2/13,0
BJC2071702015946,2017/2/13,0
BJC2071702015960,2017/2/13,0
BJC2071702015982,2017/2/13,0
BJC2071702015985,2017/2/13,0
BJC2071702016018,2017/2/13,0
BJC2071702016032,2017/2/13,0
BJC2071702016045,2017/2/13,0
BJC2071702016048,2017/2/13,0
BJC2071702016058,2017/2/13,0
BJC2071702016069,2017/2/13,0
BJC2071702016073,2017/2/13,0
BJC2071702016074,2017/2/13,0
BJC2071702016078,2017/2/13,0
BJC2071702016096,2017/2/13,0
BJC2071702016109,2017/2/14,0
BJC2071702016118,2017/2/14,0
BJC2071702016119,2017/2/14,0
BJC2071702016132,2017/2/13,0
BJC2071702016147,2017/2/13,0
BJC2071702016167,2017/2/13,0
BJC2071702016201,2017/2/13,0
BJC2071702016207,2017/2/13,0
BJC2071702016208,2017/2/13,0
BJC2071702016224,2017/2/13,0
BJC2071702016240,2017/2/13,0
BJC2071702016269,2017/2/14,0
BJC2071702016306,2017/2/14,0
BJC2071702016335,2017/2/14,0
BJC2071702016347,2017/2/14,0
BJC2071702016391,2017/2/14,0
BJC2071702016398,2017/2/14,0
BJC2071702016438,2017/2/14,0
BJC2071702016465,2017/2/14,0
BJC2071702016468,2017/2/14,0
BJC2071702016475,2017/2/14,0
BJC2071702016487,2017/2/14,0
BJC2071702016494,2017/2/14,0
BJC2071702016516,2017/2/14,0
BJC2071702016546,2017/2/14,0
BJC2071702016588,2017/2/14,0
BJC2071702016597,2017/2/14,0
BJC2071702016638,2017/2/14,0
BJC2071702016645,2017/2/14,0
BJC2071702016723,2017/2/14,0
BJC2071702016729,2017/2/14,0
BJC2071702016754,2017/2/14,0
BJC2071702016767,2017/2/14,0
BJC2071702016796,2017/2/14,0
BJC2071702016825,2017/2/14,0
BJC2071702016906,2017/2/14,0
BJC2071702016923,2017/2/14,0
BJC2071702016943,2017/2/14,0
BJC2071702016972,2017/2/14,0
BJC2071702016979,2017/2/14,0
BJC2071702017020,2017/2/14,0
BJC2071702017031,2017/2/14,0
BJC2071702017047,2017/2/14,0
BJC2071702017053,2017/2/14,0
BJC2071702017061,2017/2/14,0
BJC2071702017065,2017/2/14,0
BJC2071702017069,2017/2/14,0
BJC2071702017073,2017/2/14,0
BJC2071702017120,2017/2/14,0
BJC2071702017201,2017/2/14,0
BJC2071702017296,2017/2/14,0
BJC2071702017355,2017/2/14,0
BJC2071702017370,2017/2/14,0
BJC2071702017427,2017/2/14,0
BJC2071702017538,2017/2/14,0
BJC2071702017542,2017/2/14,0
BJC2071702017562,2017/2/14,0
BJC2071702017584,2017/2/14,0
BJC2071702017597,2017/2/14,0
BJC2071702017602,2017/2/14,0
BJC2071702017625,2017/2/14,0
BJC2071702017665,2017/2/14,0
BJC2071702017672,2017/2/14,0
BJC2071702017682,2017/2/14,0
BJC2071702017689,2017/2/14,0
BJC2071702017695,2017/2/14,0
BJC2071702017700,2017/2/14,0
BJC2071702017727,2017/2/14,0
BJC2071702017729,2017/2/14,0
BJC2071702017739,2017/2/14,0
BJC2071702017749,2017/2/14,0
BJC2071702017763,2017/2/14,0
BJC2071702017775,2017/2/14,0
BJC2071702017804,2017/2/14,0
BJC2071702017812,2017/2/14,0
BJC2071702017841,2017/2/15,0
BJC2071702017845,2017/2/14,0
BJC2071702017849,2017/2/14,1
BJC2071702017861,2017/2/14,0
BJC2071702017891,2017/2/15,0
BJC2071702017975,2017/2/15,0
BJC2071702018034,2017/2/15,0
BJC2071702018035,2017/2/15,0
BJC2071702018037,2017/2/15,0
BJC2071702018075,2017/2/15,0
BJC2071702018090,2017/2/15,0
BJC2071702018152,2017/2/15,0
BJC2071702018161,2017/2/15,0
BJC2071702018176,2017/2/15,0
BJC2071702018221,2017/2/15,0
BJC2071702018282,2017/2/15,0
BJC2071702018332,2017/2/15,0
BJC2071702018333,2017/2/15,0
BJC2071702018355,2017/2/15,0
BJC2071702018368,2017/2/15,0
BJC2071702018373,2017/2/15,0
BJC2071702018375,2017/2/15,0
BJC2071702018380,2017/2/15,0
BJC2071702018385,2017/2/15,0
BJC2071702018387,2017/2/15,0
BJC2071702018397,2017/2/15,0
BJC2071702018400,2017/2/15,0
BJC2071702018402,2017/2/15,0
BJC2071702018472,2017/2/15,0
BJC2071702018475,2017/2/15,0
BJC2071702018481,2017/2/15,0
BJC2071702018514,2017/2/15,0
BJC2071702018525,2017/2/15,0
BJC2071702018526,2017/2/15,0
BJC2071702018542,2017/2/15,0
BJC2071702018565,2017/2/15,0
BJC2071702018604,2017/2/15,0
BJC2071702018620,2017/2/15,0
BJC2071702018621,2017/2/15,0
BJC2071702018741,2017/2/15,0
BJC2071702018756,2017/2/15,0
BJC2071702018774,2017/2/15,0
BJC2071702018821,2017/2/15,0
BJC2071702018826,2017/2/15,0
BJC2071702018852,2017/2/15,0
BJC2071702018868,2017/2/15,0
BJC2071702018869,2017/2/15,0
BJC2071702018896,2017/2/15,0
BJC2071702018956,2017/2/15,0
BJC2071702018965,2017/2/15,0
BJC2071702019003,2017/2/15,0
BJC2071702019005,2017/2/15,0
BJC2071702019030,2017/2/15,0
BJC2071702019033,2017/2/15,0
BJC2071702019132,2017/2/15,0
BJC2071702019224,2017/2/15,0
BJC2071702019246,2017/2/15,0
BJC2071702019269,2017/2/15,0
BJC2071702019289,2017/2/15,0
BJC2071702019293,2017/2/15,0
BJC2071702019299,2017/2/15,0
BJC2071702019405,2017/2/15,0
BJC2071702019425,2017/2/15,0
BJC2071702019437,2017/2/15,0
BJC2071702019446,2017/2/15,0
BJC2071702019456,2017/2/16,0
BJC2071702019458,2017/2/15,0
BJC2071702019464,2017/2/15,0
BJC2071702019491,2017/2/15,0
BJC2071702019495,2017/2/15,0
BJC2071702019504,2017/2/15,0
BJC2071702019520,2017/2/15,0
BJC2071702019533,2017/2/15,0
BJC2071702019539,2017/2/15,0
BJC2071702019549,2017/2/16,0
BJC2071702019579,2017/2/15,0
BJC2071702019603,2017/2/16,0
BJC2071702019680,2017/2/16,0
BJC2071702019694,2017/2/16,0
BJC2071702019706,2017/2/16,0
BJC2071702019760,2017/2/16,0
BJC2071702019789,2017/2/16,0
BJC2071702019803,2017/2/16,0
BJC2071702019821,2017/2/16,0
BJC2071702019834,2017/2/16,0
BJC2071702019897,2017/2/16,0
BJC2071702019905,2017/2/16,0
BJC2071702019978,2017/2/16,0
BJC2071702019987,2017/2/16,0
BJC2071702019991,2017/2/16,0
BJC2071702019997,2017/2/16,0
BJC2071702020028,2017/2/16,0
BJC2071702020029,2017/2/16,0
BJC2071702020031,2017/2/16,0
BJC2071702020134,2017/2/16,0
BJC2071702020148,2017/2/16,0
BJC2071702020156,2017/2/16,0
BJC2071702020167,2017/2/16,0
BJC2071702020219,2017/2/16,0
BJC2071702020223,2017/2/16,0
BJC2071702020233,2017/2/16,0
BJC2071702020270,2017/2/16,0
BJC2071702020322,2017/2/16,0
BJC2071702020364,2017/2/20,0
BJC2071702020384,2017/2/16,0
BJC2071702020423,2017/2/16,0
BJC2071702020463,2017/2/16,0
BJC2071702020472,2017/2/16,0
BJC2071702020509,2017/2/16,0
BJC2071702020523,2017/2/16,0
BJC2071702020571,2017/2/17,0
BJC2071702020602,2017/2/16,0
BJC2071702020611,2017/2/16,0
BJC2071702020612,2017/2/16,0
BJC2071702020657,2017/2/16,0
BJC2071702020661,2017/2/16,0
BJC2071702020693,2017/2/16,0
BJC2071702020697,2017/2/16,0
BJC2071702020731,2017/2/16,0
BJC2071702020740,2017/2/16,0
BJC2071702020766,2017/2/16,0
BJC2071702020776,2017/2/17,0
BJC2071702020820,2017/2/16,0
BJC2071702020833,2017/2/16,0
BJC2071702020839,2017/2/16,0
BJC2071702020861,2017/2/16,0
BJC2071702020871,2017/2/17,0
BJC2071702020886,2017/2/16,0
BJC2071702020908,2017/2/16,0
BJC2071702020914,2017/2/17,0
BJC2071702020918,2017/2/16,0
BJC2071702020952,2017/2/16,0
BJC2071702020969,2017/2/19,0
BJC2071702020977,2017/2/16,0
BJC2071702020978,2017/2/16,0
BJC2071702021039,2017/2/16,0
BJC2071702021061,2017/2/16,0
BJC2071702021075,2017/2/16,0
BJC2071702021124,2017/2/16,0
BJC2071702021232,2017/2/17,0
BJC2071702021318,2017/2/17,0
BJC2071702021325,2017/2/17,0
BJC2071702021381,2017/2/17,0
BJC2071702021400,2017/2/17,0
BJC2071702021401,2017/2/17,0
BJC2071702021416,2017/2/17,0
BJC2071702021462,2017/2/17,0
BJC2071702021490,2017/2/17,0
BJC2071702021504,2017/2/17,0
BJC2071702021518,2017/2/17,0
BJC2071702021624,2017/2/17,0
BJC2071702021642,2017/2/17,0
BJC2071702021658,2017/2/17,0
BJC2071702021785,2017/2/17,0
BJC2071702021801,2017/2/17,0
BJC2071702021813,2017/2/17,0
BJC2071702021854,2017/2/17,0
BJC2071702021855,2017/2/17,0
BJC2071702021857,2017/2/17,0
BJC2071702021884,2017/2/17,0
BJC2071702021900,2017/2/17,0
BJC2071702021952,2017/2/17,0
BJC2071702022015,2017/2/17,0
BJC2071702022025,2017/2/17,0
BJC2071702022093,2017/2/17,0
BJC2071702022135,2017/2/17,0
BJC2071702022136,2017/2/17,0
BJC2071702022194,2017/2/17,0
BJC2071702022214,2017/2/17,0
BJC2071702022243,2017/2/17,0
BJC2071702022269,2017/2/17,0
BJC2071702022278,2017/2/17,0
BJC2071702022293,2017/2/17,0
BJC2071702022332,2017/2/17,0
BJC2071702022341,2017/2/17,0
BJC2071702022377,2017/2/17,0
BJC2071702022405,2017/2/17,0
BJC2071702022520,2017/2/17,0
BJC2071702022545,2017/2/17,0
BJC2071702022635,2017/2/18,0
BJC2071702022650,2017/2/18,0
BJC2071702022653,2017/2/18,0
BJC2071702022680,2017/2/18,0
BJC2071702022689,2017/2/18,0
BJC2071702022701,2017/2/18,0
BJC2071702022735,2017/2/18,0
BJC2071702022744,2017/2/20,0
BJC2071702022753,2017/2/18,0
BJC2071702022781,2017/2/18,0
BJC2071702022784,2017/2/18,0
BJC2071702022817,2017/2/18,0
BJC2071702022823,2017/2/20,0
BJC2071702022836,2017/2/18,0
BJC2071702022840,2017/2/18,0
BJC2071702022859,2017/2/18,0
BJC2071702022879,2017/2/18,0
BJC2071702022937,2017/2/18,0
BJC2071702022941,2017/2/18,0
BJC2071702023031,2017/2/20,0
BJC2071702023050,2017/2/18,0
BJC2071702023056,2017/2/18,0
BJC2071702023097,2017/2/18,0
BJC2071702023156,2017/2/19,0
BJC2071702023235,2017/2/19,0
BJC2071702023238,2017/2/19,0
BJC2071702023245,2017/2/19,0
BJC2071702023250,2017/2/19,0
BJC2071702023268,2017/2/19,0
BJC2071702023297,2017/2/19,0
BJC2071702023342,2017/2/19,0
BJC2071702023348,2017/2/19,0
BJC2071702023363,2017/2/20,0
BJC2071702023461,2017/2/19,0
BJC2071702023491,2017/2/19,0
BJC2071702023497,2017/2/19,0
BJC2071702023504,2017/2/19,0
BJC2071702023527,2017/2/19,0
BJC2071702023531,2017/2/19,0
BJC2071702023585,2017/2/19,0
BJC2071702023592,2017/2/19,0
BJC2071702023607,2017/2/19,0
BJC2071702023621,2017/2/19,0
BJC2071702023626,2017/2/19,0
BJC2071702023666,2017/2/19,0
BJC2071702023706,2017/2/19,0
BJC2071702023707,2017/2/19,0
BJC2071702023722,2017/2/19,0
BJC2071702023823,2017/2/19,0
BJC2071702023836,2017/2/19,0
BJC2071702023845,2017/2/19,0
BJC2071702023871,2017/2/19,0
BJC2071702023897,2017/2/19,0
BJC2071702023916,2017/2/19,0
BJC2071702023986,2017/2/19,0
BJC2071702023989,2017/2/19,0
BJC2071702024003,2017/2/20,0
BJC2071702024010,2017/2/20,0
BJC2071702024045,2017/2/19,0
BJC2071702024049,2017/2/19,0
BJC2071702024101,2017/2/19,0
BJC2071702024102,2017/2/20,0
BJC2071702024107,2017/2/19,0
BJC2071702024126,2017/2/19,0
BJC2071702024166,2017/2/19,0
BJC2071702024192,2017/2/19,0
BJC2071702024201,2017/2/19,0
BJC2071702024331,2017/2/20,0
BJC2071702024335,2017/2/20,0
BJC2071702024369,2017/2/20,0
BJC2071702024386,2017/2/20,0
BJC2071702024392,2017/2/20,0
BJC2071702024417,2017/2/20,0
BJC2071702024446,2017/2/20,0
BJC2071702024449,2017/2/20,0
BJC2071702024480,2017/2/20,0
BJC2071702024483,2017/2/20,0
BJC2071702024497,2017/2/20,0
BJC2071702024559,2017/2/20,0
BJC2071702024573,2017/2/20,0
BJC2071702024598,2017/2/20,0
BJC2071702024607,2017/2/20,0
BJC2071702024609,2017/2/20,0
BJC2071702024617,2017/2/20,0
BJC2071702024640,2017/2/20,0
BJC2071702024682,2017/2/20,0
BJC2071702024689,2017/2/20,0
BJC2071702024708,2017/2/20,0
BJC2071702024734,2017/2/20,0
BJC2071702024743,2017/2/20,0
BJC2071702024765,2017/2/20,0
BJC2071702024768,2017/2/20,0
BJC2071702024772,2017/2/20,0
BJC2071702024823,2017/2/20,0
BJC2071702024830,2017/2/20,0
BJC2071702024834,2017/2/20,0
BJC2071702024839,2017/2/20,0
BJC2071702024846,2017/2/20,0
BJC2071702024848,2017/2/20,0
BJC2071702024861,2017/2/20,0
BJC2071702024900,2017/2/20,0
BJC2071702024906,2017/2/20,0
BJC2071702024907,2017/2/20,0
BJC2071702024917,2017/2/20,0
BJC2071702024948,2017/2/20,0
BJC2071702024988,2017/2/20,0
BJC2071702024995,2017/2/20,0
BJC2071702025015,2017/2/20,0
BJC2071702025024,2017/2/20,0
BJC2071702025094,2017/2/20,0
BJC2071702025097,2017/2/20,0
BJC2071702025108,2017/2/20,0
BJC2071702025117,2017/2/20,0
BJC2071702025118,2017/2/20,0
BJC2071702025144,2017/2/20,0
BJC2071702025150,2017/2/20,0
BJC2071702025159,2017/2/20,0
